trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	csf	white_matter	global_signal	framewise_displacement	dvars	std_dvars	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	cosine00	cosine01	cosine02	cosine03
0.001158595579007404	-0.0008206823183517104	0.0009633761292443218	4.069272717344462e-06	-1.5127014905686068e-05	-2.8445074191953487e-05	0.0001704162223754877	-0.0005286166817497569	-0.00082688035403986	n/a	n/a	n/a	-0.0004344962274323156	-0.00030917212346863937	0.00022213377163371285	-0.00047874862166347735	0.0012557561255735208	0.13670245354732954	0.1366582611493608	0.1365846177348637	0.13648153917461978
0.00041278092693649833	0.00082206015999449	0.0018967929826539474	-1.2931457684850533e-05	-2.16309600722879e-05	3.37428327014513e-05	0.0001605739810498646	0.0005863640187550933	-0.00022647889190152676	0.007606603106936812	13.813371591614771	20.06002683911144	-0.0008946073022195039	-0.00018687164416135904	-0.00043973105827417494	0.001446977884353733	0.00019655477651157465	0.1365846177348637	0.13618717181285087	0.13552561840490587	0.13460124046011304
-0.0002453881160028705	-0.0007537361643574896	-0.0008895144296255233	1.763279513898901e-05	-1.5945282633234745e-07	2.959888277780052e-05	3.0460201534144696e-06	0.0012382830714336357	0.0003673655068161781	0.007829258279243112	13.35486167489665	19.39417048576845	0.0010318445394686348	-0.001485560373036972	0.00026705026586925886	0.0008896307956234371	8.228398927542419e-05	0.13634904768293474	0.1352466170823655	0.13341583062260917	0.13086654780384144
-0.0008158102849654383	-7.71017094141042e-05	0.0003411519748166439	1.5473661529523662e-06	-1.7225684026565274e-05	3.0462481545393147e-05	0.0004369381697463499	2.127157673606165e-05	0.0009135846262332494	0.0041784859760412305	14.85779785786257	21.576761460593854	0.0010654803750653513	-0.0005172884501003722	0.0014093474401855799	0.0022988981236192504	-0.0003628385604396591	0.1359959464499937	0.13383983924490742	0.1302716124807432	0.12532891386264877
0.00027669079933001907	0.0008271832490360238	1.3001891877907019e-05	1.0778200873693175e-05	-2.074492308652913e-05	-3.806773561672164e-06	0.0011906462747863413	0.0003088330125989638	-0.0008031789506803449	0.004675902570072821	14.834107447371627	21.54235782009769	-0.0004455025214007718	0.0014533844771177009	0.0015795721457307124	-0.0005228600271532683	-0.00042018681709585725	0.13552561840490587	0.13197168775511248	0.12611734245589412	0.11806463031703632
0.0014535340771573168	-0.00026465683323795606	0.002720169166589619	-1.7512365067695144e-05	-2.7655994619286724e-05	1.852355095063283e-05	0.0009495541354413238	0.001702214944635238	0.0014926885689595217	0.007852448734135535	14.77508719168317	21.45664754253733	-0.00028178460886050724	-0.001344450511034277	-0.0009186519464841982	-0.0010041407667520678	-0.0007677975651041285	0.1349384689645886	0.1296486025181751	0.12098523039164263	0.10917377680484541
0.0006256673477650062	-0.0008571575564162826	-0.0010708924980611123	3.818833280940261e-05	-2.7971351476382826e-05	1.1259384733811417e-05	-0.0014848979684499036	0.00024075317948856829	-0.00027112360104256876	0.008375440164772131	13.051698450851761	18.953911395463248	-3.4684887386781185e-05	0.00023421473253652076	0.0015505004928140769	-0.000998354040738791	0.0009843223984765837	0.13423500424454712	0.12687859169016072	0.11491506776178317	0.09877884212955045
0.0004824724152431853	-0.0002234627853258509	0.000714000494092092	-1.301285138243654e-05	-9.742507675293922e-06	-1.1847878484777385e-05	-0.002553921134901955	0.0026016831141803948	-2.1367294348436156e-05	0.0071886472563413	14.165504618365537	20.571400758267128	-0.00021398884422550897	-4.946370965243295e-05	0.0006748194921666038	-0.0011227220215622986	0.0003824097461840506	0.13341583062260917	0.12367120407223313	0.10795391914990032	0.08702303673870017
0.00047323762457354484	-7.282891265687278e-05	-0.000846793718068405	-1.7279815393596323e-05	9.7043255889654e-07	-1.6619002328220758e-05	0.0009343199112392738	0.0005655096456315442	-0.0007472116791478234	0.0027082142799387966	14.966623553147812	21.734800093937515	0.0001664522082130561	0.0004924512640081491	0.0002891686439078181	0.002455300139910894	-0.000637739984251316	0.13248165421623484	0.12003749619395845	0.10015575733739492	0.07406831972139984
-0.0015148472246858647	-0.0004465149520670211	0.0008563987943234723	5.409136515596777e-06	-1.0047621889827392e-06	-4.778960937328195e-06	-0.0013668786984154212	-0.0017607627591558178	-0.0024242402602729415	0.005890172803459682	14.22368164049358	20.655886476874493	-0.0005309969550018177	-0.0006231405264247643	-0.0005554771191602547	-0.0006373871273065178	0.0011890165311075518	0.13143328027385223	0.11598999419915743	0.09158104482927894	0.06009316750678224
